epoch,acc,loss,val_acc,val_loss
0,0.2008547008728952,9363.2414899553569,0.184,13.050653297424317
1,0.17338217338217338,9543.6480702457266,0.224,12.427621307373046
2,0.21459096460006175,8856.9566806891035,0.25,12.061946998596191
3,0.21947496954774681,8716.1025670835243,0.24199999999999999,12.146646469116211
4,0.22710622714261577,8586.7974992130257,0.25,12.051498832702636
5,0.22557997572553026,8592.9135760073259,0.23999999999999999,12.21324674987793
6,0.23137973141612006,8489.1309643047916,0.252,11.99053003692627
7,0.23656898657808373,8428.1746031746025,0.246,12.01962007713318
8,0.23290598292417725,8464.6381442450784,0.24199999999999999,12.171718627929687
9,0.23229548233187097,8457.7442813263133,0.25600000000000001,11.961585891962052
0,0.23473748477387341,8411.1611208886607,0.25600000000000001,11.97795874786377
1,0.23901098901098902,8373.9560689961072,0.25600000000000001,11.94383795261383
2,0.23901098904737769,8370.5945339924838,0.23999999999999999,12.186585258483886
3,0.2347374847465819,8337.654442345849,0.252,12.017248481750489
4,0.24114774115683832,8244.9742659684071,0.26000000000000001,11.924810600280761
5,0.24755799755799757,8133.3954905229321,0.252,11.920900245666504
6,0.24786324789963654,8125.984245030143,0.26000000000000001,11.88687963116169
7,0.24786324788144221,8129.3858185000763,0.26000000000000001,11.88538451385498
8,0.24877899879719312,8119.4429456177504,0.26000000000000001,11.904074464202075
9,0.24938949940769373,8113.3603074442917,0.26000000000000001,11.904081910610351
10,0.24938949939859656,8113.3602335164833,0.26000000000000001,11.904083314418946
11,0.24938949938949939,8113.3602669032352,0.26000000000000001,11.904084474086915
12,0.24938949938949939,8113.3602764423076,0.26000000000000001,11.904086060881763
13,0.24938949938949939,8113.3602367955391,0.26000000000000001,11.904088258147389
14,0.24938949942588806,8113.3603241376677,0.26000000000000001,11.904090150118023
15,0.24938949940769373,8113.3601834363553,0.26000000000000001,11.904091309785992
16,0.24938949942588806,8113.3602454403235,0.26000000000000001,11.904094239473492
17,0.24938949938949939,8113.3603300995883,0.26000000000000001,11.904096497774272
18,0.24938949940769373,8113.3603616977643,0.26000000000000001,11.904098695039899
19,0.24938949946227673,8113.3602555755879,0.26000000000000001,11.904101075291779
20,0.24938949946227673,8113.3602674994272,0.26000000000000001,11.904101624608185
21,0.24938949940769373,8113.3602907509157,0.26000000000000001,11.90410644626632
22,0.24938949942588806,8113.3602370936351,0.26000000000000001,11.904107666969445
23,0.24938949938949939,8113.3602108611876,0.26000000000000001,11.904112061500696
24,0.24938949940769373,8113.3602680956201,0.26000000000000001,11.90411523532882
25,0.24938949946227673,8113.360302674756,0.26000000000000001,11.904118409037736
26,0.24938949938949939,8113.3603086366757,0.26000000000000001,11.904120957136296
27,0.24938949942588806,8113.3602943280675,0.26000000000000001,11.904123947858952
28,0.24938949938949939,8113.3602382860199,0.26000000000000001,11.904127121687077
29,0.24938949938949939,8113.3603050595239,0.26000000000000001,11.904133164048337
30,0.24938949938949939,8113.3603113195395,0.26000000000000001,11.904137253284595
31,0.24938949938949939,8113.3603557358438,0.26000000000000001,11.904141708851002
32,0.24938949942588806,8113.3602943280675,0.26000000000000001,11.904144760608816
33,0.24938949938949939,8113.3602979052193,0.26000000000000001,11.904150619864602
34,0.24938949942588806,8113.3602990976042,0.26000000000000001,11.904155624628205
35,0.24938949940769373,8113.3602728651558,0.26000000000000001,11.904160446405548
36,0.24938949938949939,8113.3602627298915,0.26000000000000001,11.904165939450399
37,0.24938949940769373,8113.3602138421475,0.26000000000000001,11.904171432495252
38,0.24938949946227673,8113.3602129478595,0.26000000000000001,11.90417747497572
39,0.24938949938949939,8113.3602990976042,0.26000000000000001,11.904183151126041
40,0.24938949938949939,8113.3602728651558,0.26000000000000001,11.904188827276361
41,0.24938949939859656,8113.3602776346916,0.26000000000000001,11.904195785284173
42,0.24938949938949939,8113.3602621336995,0.26000000000000001,11.904202437877784
43,0.24938949938949939,8113.3602716727719,0.26000000000000001,11.904209212780128
44,0.24938949946227673,8113.3602597489316,0.26000000000000001,11.904214339614041
45,0.24938949938949939,8113.360253488916,0.26000000000000001,11.904223860979206
46,0.24938949938949939,8113.3602964147394,0.26000000000000001,11.904231795430308
47,0.24938949940769373,8113.3603467929643,0.26000000000000001,11.904239912986879
48,0.24938949940769373,8113.3602335164833,0.26000000000000001,11.904246199607973
49,0.24938949938949939,8113.3602835966121,0.26000000000000001,11.904256087064864
50,0.24938949940769373,8113.3602406707878,0.26000000000000001,11.904266035676121
51,0.24938949938949939,8113.3603265224356,0.26000000000000001,11.904275190830349
52,0.24938949938949939,8113.3602478250914,0.26000000000000001,11.904284651160356
53,0.24938949938949939,8113.360252594628,0.26000000000000001,11.904294111490364
54,0.24938949938949939,8113.3602132459555,0.26000000000000001,11.904304288864248
55,0.24938949940769373,8113.3602645184674,0.26000000000000001,11.904314664840811
56,0.24938949939859656,8113.3603241376677,0.26000000000000001,11.904325345754735
57,0.24938949938949939,8113.3602585565477,0.26000000000000001,11.904336331963648
58,0.24938949940769373,8113.360221592643,0.26000000000000001,11.904347867488969
59,0.24938949938949939,8113.3603113195395,0.26000000000000001,11.904359158754454
60,0.24938949940769373,8113.3602731632518,0.26000000000000001,11.904370999574766
61,0.24938949940769373,8113.3602800194594,0.26000000000000001,11.904383023262126
62,0.24938949938949939,8113.3602394784039,0.26000000000000001,11.90439388740073
63,0.24938949946227673,8113.3603122138275,0.26000000000000001,11.904408108472925
64,0.24938949938949939,8113.3602591527397,0.26000000000000001,11.904421963214972
65,0.24938949938949939,8113.3602621336995,0.26000000000000001,11.904435390710928
66,0.24938949942588806,8113.3603145985962,0.26000000000000001,11.904445400476552
67,0.24938949946227673,8113.3603223490918,0.26000000000000001,11.904463771820161
68,0.24938949946227673,8113.3602543832039,0.26000000000000001,11.904477992773147
69,0.24938949938949939,8113.36028598138,0.26000000000000001,11.904492625713438
70,0.24938949938949939,8113.3602883661479,0.26000000000000001,11.904507518172352
71,0.24938949942588806,8113.3602478250914,0.26000000000000001,11.904522410631268
72,0.24938949940769373,8113.3602740575398,0.26000000000000001,11.904537913322532
73,0.24938949938949939,8113.3603515625,0.26000000000000001,11.904552927732549
74,0.24938949938949939,8113.3602871737639,0.26000000000000001,11.90457050573834
75,0.24938949938949939,8113.3602913471077,0.26000000000000001,11.904586863041004
76,0.24938949940769373,8113.3602776346916,0.26000000000000001,11.904598886728365
77,0.24938949940769373,8113.360270480388,0.26000000000000001,11.904620737075883
78,0.24938949942588806,8113.3602353050592,0.26000000000000001,11.904635507345274
79,0.24938949942588806,8113.3602770384996,0.26000000000000001,11.904653878808094
